current_state,action,reward,"q(s, a)",next_state,additional_observation
"(0, 0)","(1, 0)",-1,-7.522817496210337,"(1, 0)",Move accepted
"(1, 0)","(1, 0)",-1,-26.091269984841347,"(2, 0)",Move accepted
"(2, 0)","(0, -1)",-100,-100.36507993936539,"(2, 0)",Attempted to move into a wall or beyond the maze’s boundaries
"(2, 0)","(0, 1)",-1,-1.4603197574615479,"(2, 1)",Move accepted
"(2, 1)","(0, 1)",-1,-1.8412790298461914,"(2, 2)",Move accepted
"(2, 2)","(0, -1)",-1,-3.3651161193847656,"(2, 1)",Move accepted
"(2, 1)","(0, -1)",-1,-9.460464477539062,"(2, 0)",Move accepted
"(2, 0)","(0, 1)",-1,-33.84185791015625,"(2, 1)",Move accepted
"(2, 1)","(-1, 0)",-100,-131.367431640625,"(2, 1)",Attempted to move into a wall or beyond the maze’s boundaries
"(2, 1)","(-1, 0)",-100,-125.4697265625,"(2, 1)",Attempted to move into a wall or beyond the maze’s boundaries
"(2, 1)","(1, 0)",-100,-101.87890625,"(2, 1)",Attempted to move into a wall or beyond the maze’s boundaries
"(2, 1)","(0, 1)",-1,-7.515625,"(2, 2)",Move accepted
"(2, 2)","(1, 0)",-1,-26.0625,"(3, 2)",Move accepted
"(3, 2)","(0, -1)",-100,-100.25,"(3, 2)",Attempted to move into a wall or beyond the maze’s boundaries
"(3, 2)","(1, 0)",-1,-1,"(4, 2)",Move accepted
