current_state,action,reward,"q(s, a)",next_state,additional_observation
"(0, 0)","(0, 1)",-1,-26.18001301959157,"(0, 1)",Move accepted
"(0, 1)","(1, 0)",-100,-100.72005207836628,"(0, 1)",Attempted to move into a wall or beyond the maze’s boundaries
"(0, 1)","(0, 1)",-1,-2.8802083134651184,"(0, 2)",Move accepted
"(0, 2)","(1, 0)",-1,-7.520833253860474,"(1, 2)",Move accepted
"(1, 2)","(1, 0)",-1,-26.083333015441895,"(2, 2)",Move accepted
"(2, 2)","(0, 1)",-100,-100.33333206176758,"(2, 2)",Attempted to move into a wall or beyond the maze’s boundaries
"(2, 2)","(-1, 0)",-1,-1.3333282470703125,"(1, 2)",Move accepted
"(1, 2)","(0, 1)",-1,-1.33331298828125,"(1, 3)",Move accepted
"(1, 3)","(0, 1)",-1,-1.333251953125,"(1, 4)",Move accepted
"(1, 4)","(0, -1)",-1,-1.3330078125,"(1, 3)",Move accepted
"(1, 3)","(0, 1)",-1,-1.33203125,"(1, 4)",Move accepted
"(1, 4)","(-1, 0)",-1,-1.328125,"(0, 4)",Move accepted
"(0, 4)","(1, 0)",-1,-1.3125,"(1, 4)",Move accepted
"(1, 4)","(-1, 0)",-1,-1.25,"(0, 4)",Move accepted
"(0, 4)","(1, 0)",-1,-1,"(1, 4)",Move accepted
